tripId,UnixTimeMillis,LatitudeDegrees_bl,LongitudeDegrees_bl,LatitudeDegrees_wls,LongitudeDegrees_wls,LatitudeDegrees_wls_igst,LongitudeDegrees_wls_igst,LatitudeDegrees_kf,LongitudeDegrees_kf,LatitudeDegrees_kf_igst,LongitudeDegrees_kf_igst,XEcefMeters_bl,YEcefMeters_bl,ZEcefMeters_bl,XEcefMeters_wls,YEcefMeters_wls,ZEcefMeters_wls,XEcefMeters_wls_igst,YEcefMeters_wls_igst,ZEcefMeters_wls_igst,XEcefMeters_kf,YEcefMeters_kf,ZEcefMeters_kf,XEcefMeters_kf_igst,YEcefMeters_kf_igst,ZEcefMeters_kf_igst
2021-01-04-US-SFO-1/GooglePixel4,1609797033437,37.444394741974705,-122.23270801444289,37.44437427599888,-122.23271124296622,37.44437427599888,-122.23271124296622,37.444391315393005,-122.2327088521296,37.444391315393005,-122.2327088521296,-2704221.5774448654,-4288799.392450218,3856673.639457306,-2704222.101237647,-4288799.687513458,3856671.183568881,-2704222.101237647,-4288799.687513458,3856671.183568881,-2704220.5075071473,-4288797.556584068,3856671.534228696,-2704220.5075071473,-4288797.556584068,3856671.534228696
2021-01-04-US-SFO-1/GooglePixel4,1609797034437,37.444414048998674,-122.23272709258627,37.44440623770518,-122.23272041230565,37.44440623770518,-122.23272041230565,37.444391365660685,-122.23270894028391,37.444391365660685,-122.23270894028391,-2704223.4663936505,-4288799.222946546,3856677.000128423,-2704222.4493382364,-4288798.718277639,3856675.1658640616,-2704222.4493382364,-4288798.718277639,3856675.1658640616,-2704220.50954371,-4288797.545188056,3856671.534705481,-2704220.50954371,-4288797.545188056,3856671.534705481
2021-01-04-US-SFO-1/GooglePixel4,1609797035437,37.44440544038177,-122.23272445419192,37.44440727562269,-122.23271835839722,37.44440727562269,-122.23271835839722,37.44439133513582,-122.23270878499996,37.44439133513582,-122.23270878499996,-2704222.3322667973,-4288797.862006132,3856674.451921656,-2704222.9212918086,-4288799.807548618,3856676.209317424,-2704222.9212918086,-4288799.807548618,3856676.209317424,-2704220.5134183597,-4288797.57709671,3856671.552690406,-2704220.5134183597,-4288797.57709671,3856671.552690406
2021-01-04-US-SFO-1/GooglePixel4,1609797036437,37.44440220014806,-122.23271131338223,37.44439958197016,-122.2327134278857,37.44439958197016,-122.2327134278857,37.44439124296476,-122.23270881979661,37.44439124296476,-122.23270881979661,-2704222.45333404,-4288800.234242843,3856675.5850787438,-2704222.684660015,-4288800.250294255,3856675.3239610903,-2704222.684660015,-4288800.250294255,3856675.3239610903,-2704220.5396365123,-4288797.61290456,3856671.573709494,-2704220.5396365123,-4288797.61290456,3856671.573709494
2021-01-04-US-SFO-1/GooglePixel4,1609797037437,37.44441857365781,-122.2327136855069,37.444398145180095,-122.23271604657037,37.444398145180095,-122.23271604657037,37.44439116344708,-122.23270886067229,37.44439116344708,-122.23270886067229,-2704222.106624818,-4288799.290808493,3856677.121211043,-2704223.4530952447,-4288801.0345314555,3856675.94497518,-2704223.4530952447,-4288801.0345314555,3856675.94497518,-2704220.5432171198,-4288797.611801476,3856671.563341557,-2704220.5432171198,-4288797.611801476,3856671.563341557
2021-01-04-US-SFO-1/GooglePixel4,1609797038437,37.44438938304763,-122.23272396502875,37.44438743141097,-122.23272239857307,37.44438743141097,-122.23272239857307,37.44439110072497,-122.23270874358076,37.44439110072497,-122.23270874358076,-2704222.8480037614,-4288798.761104541,3856673.000306854,-2704223.6371258385,-4288800.272518434,3856674.028842207,-2704223.6371258385,-4288800.272518434,3856674.028842207,-2704220.5393929896,-4288797.625163518,3856671.5616671788,-2704220.5393929896,-4288797.625163518,3856671.5616671788
2021-01-04-US-SFO-1/GooglePixel4,1609797039437,37.44440465026299,-122.23272371037862,37.44439544597883,-122.23271988419756,37.44439544597883,-122.23271988419756,37.44439106288044,-122.23270867672986,37.44439106288044,-122.23270867672986,-2704223.780375636,-4288800.282062029,3856676.500574893,-2704223.258746252,-4288800.089589301,3856674.8761659963,-2704223.258746252,-4288800.089589301,3856674.8761659963,-2704220.554198048,-4288797.659735234,3856671.5848183376,-2704220.554198048,-4288797.659735234,3856671.5848183376
2021-01-04-US-SFO-1/GooglePixel4,1609797040437,37.444389773459285,-122.2327128002022,37.44438736635913,-122.23272751394799,37.44438736635913,-122.23272751394799,37.44439105697887,-122.23270869242931,37.44439105697887,-122.23270869242931,-2704222.7744493484,-4288800.496837684,3856674.149195931,-2704222.944328485,-4288798.325061067,3856672.475279007,-2704222.944328485,-4288798.325061067,3856672.475279007,-2704220.5575915556,-4288797.662512476,3856671.5871784072,-2704220.5575915556,-4288797.662512476,3856671.5871784072
2021-01-04-US-SFO-1/GooglePixel4,1609797041437,37.44441402947754,-122.23270429335886,37.44439783567855,-122.23271615922889,37.44439783567855,-122.23271615922889,37.44439104754136,-122.23270853124923,37.44439104754136,-122.23270853124923,-2704222.458232271,-4288801.406723618,3856678.0002127416,-2704223.391926569,-4288800.918828636,3856675.8017771095,-2704223.391926569,-4288800.918828636,3856675.8017771095,-2704220.5509513877,-4288797.678723242,3856671.593647873,-2704220.5509513877,-4288797.678723242,3856671.593647873
2021-01-04-US-SFO-1/GooglePixel4,1609797042437,37.44439695408005,-122.23269475176838,37.444403098727655,-122.2327036006342,37.444403098727655,-122.2327036006342,37.44439122136962,-122.23270828983735,37.44439122136962,-122.23270828983735,-2704221.732332085,-4288801.838544686,3856675.596458649,-2704220.779812423,-4288798.8597408645,3856674.13679875,-2704220.779812423,-4288798.8597408645,3856674.13679875,-2704220.5254263515,-4288797.678294757,3856671.6072445065,-2704220.5254263515,-4288797.678294757,3856671.6072445065
2021-01-04-US-SFO-1/GooglePixel4,1609797043437,37.44438704095234,-122.23271379025245,37.444413300552235,-122.23271598741306,37.444413300552235,-122.23271598741306,37.44439138973292,-122.2327081075432,37.44439138973292,-122.2327081075432,-2704220.9828370814,-4288797.491142817,3856671.0884530977,-2704220.7621187316,-4288796.776554539,3856674.20626912,-2704220.7621187316,-4288796.776554539,3856674.20626912,-2704220.500943879,-4288797.669711348,3856671.6152205,-2704220.500943879,-4288797.669711348,3856671.6152205
2021-01-04-US-SFO-1/GooglePixel4,1609797044437,37.444382560650865,-122.23269783362866,37.44441632235264,-122.23270964221952,37.44441632235264,-122.23270964221952,37.444391404496564,-122.2327082817759,37.444391404496564,-122.2327082817759,-2704219.5507199983,-4288797.867263492,3856670.120854796,-2704220.705015027,-4288797.738738539,3856675.228640654,-2704220.705015027,-4288797.738738539,3856675.228640654,-2704220.507328868,-4288797.650930285,3856671.6077263923,-2704220.507328868,-4288797.650930285,3856671.6077263923
2021-01-04-US-SFO-1/GooglePixel4,1609797045437,37.44441818063605,-122.23273189724125,37.444416152421695,-122.23271691006707,37.444416152421695,-122.23271691006707,37.44439304079148,-122.2327117532363,37.44439304079148,-122.2327117532363,-2704223.994670367,-4288799.263620354,3856677.819811137,-2704223.4917841037,-4288800.9526253715,3856678.424973508,-2704223.4917841037,-4288800.9526253715,3856678.424973508,-2704220.724153995,-4288797.418847649,3856671.7746893275,-2704220.724153995,-4288797.418847649,3856671.7746893275
2021-01-04-US-SFO-1/GooglePixel4,1609797046437,37.44441417786595,-122.23273679452447,37.444413069122355,-122.23273503608591,37.444413069122355,-122.23273503608591,37.44439749782915,-122.23272149328693,37.44439749782915,-122.23272149328693,-2704223.9699484296,-4288798.411890609,3856676.698436754,-2704224.396225184,-4288799.379697034,3856677.3444688446,-2704224.396225184,-4288799.379697034,3856677.3444688446,-2704221.3003241215,-4288796.716634413,3856672.178200736,-2704221.3003241215,-4288796.716634413,3856672.178200736
2021-01-04-US-SFO-1/GooglePixel4,1609797047437,37.444420296247,-122.23275590642021,37.44440282959532,-122.23274154587342,37.44440282959532,-122.23274154587342,37.44440329433058,-122.23273906897164,37.44440329433058,-122.23273906897164,-2704222.9959103744,-4288793.696198858,3856674.101210736,-2704225.0493026427,-4288799.335396735,3856676.151120347,-2704225.0493026427,-4288799.335396735,3856676.151120347,-2704222.4099550666,-4288795.560439825,3856672.6927682175,-2704222.4099550666,-4288795.560439825,3856672.6927682175
2021-01-04-US-SFO-1/GooglePixel4,1609797048437,37.44441641082566,-122.23277629951423,37.44440865813418,-122.23276677487402,37.44440865813418,-122.23276677487402,37.444406467514625,-122.23276562667056,37.444406467514625,-122.23276562667056,-2704226.9386511976,-4288796.565762369,3856677.0272549083,-2704226.803788145,-4288797.932132461,3856676.773507594,-2704226.803788145,-4288797.932132461,3856676.773507594,-2704224.240598542,-4288794.057515277,3856672.910509049,-2704224.240598542,-4288794.057515277,3856672.910509049
2021-01-04-US-SFO-1/GooglePixel4,1609797049437,37.444409130764356,-122.23280931398253,37.444397599162684,-122.23280337913657,37.444397599162684,-122.23280337913657,37.44440162587122,-122.2327991889679,37.44440162587122,-122.2327991889679,-2704229.1669911346,-4288794.622307407,3856675.6607997525,-2704229.5241014604,-4288796.173334125,3856675.199350942,-2704229.5241014604,-4288796.173334125,3856675.199350942,-2704226.7188362055,-4288792.419499953,3856672.184846103,-2704226.7188362055,-4288792.419499953,3856672.184846103
2021-01-04-US-SFO-1/GooglePixel4,1609797050437,37.44437771363135,-122.23285187606373,37.444389814524556,-122.23285068400837,37.444389814524556,-122.23285068400837,37.444385336067626,-122.23283919314422,37.444385336067626,-122.23283919314422,-2704232.7359076724,-4288793.220883416,3856671.8188576824,-2704231.118156528,-4288790.852978248,3856671.315842876,-2704231.118156528,-4288790.852978248,3856671.315842876,-2704230.0992300934,-4288791.143479407,3856670.461801917,-2704230.0992300934,-4288791.143479407,3856670.461801917
2021-01-04-US-SFO-1/GooglePixel4,1609797051437,37.44435517175758,-122.23290020340986,37.44435881952272,-122.23290064947825,37.44435881952272,-122.23290064947825,37.444357168818165,-122.2328858568246,37.444357168818165,-122.2328858568246,-2704236.324350355,-4288790.893898353,3856668.626027272,-2704236.6325022923,-4288791.308604654,3856669.530446827,-2704236.6325022923,-4288791.308604654,3856669.530446827,-2704234.5611538636,-4288790.477821784,3856667.915515926,-2704234.5611538636,-4288790.477821784,3856667.915515926
2021-01-04-US-SFO-1/GooglePixel4,1609797052437,37.4443206026985,-122.232940384303,37.444322550338235,-122.23293589225558,37.444322550338235,-122.23293589225558,37.44431642960082,-122.23293227933894,37.44431642960082,-122.23293227933894,-2704241.0189233418,-4288791.672773633,3856666.21557328,-2704240.0713319164,-4288790.915224714,3856665.6100856345,-2704240.0713319164,-4288790.915224714,3856665.6100856345,-2704239.4442827674,-4288790.520181489,3856664.242454716,-2704239.4442827674,-4288790.520181489,3856664.242454716
2021-01-04-US-SFO-1/GooglePixel4,1609797053437,37.44426636139732,-122.23298504672803,37.44426210696479,-122.23298934581133,37.44426210696479,-122.23298934581133,37.44426496241645,-122.23297458746868,37.44426496241645,-122.23297458746868,-2704246.63675226,-4288793.172337053,3856661.8990534954,-2704247.195665963,-4288793.345476016,3856661.644759449,-2704247.195665963,-4288793.345476016,3856661.644759449,-2704244.3435559655,-4288791.270761992,3856659.535081242,-2704244.3435559655,-4288791.270761992,3856659.535081242
2021-01-04-US-SFO-1/GooglePixel4,1609797054437,37.44419939330437,-122.23302560691991,37.44420863794082,-122.23302292645258,37.44420863794082,-122.23302292645258,37.444209337881176,-122.23301669423351,37.444209337881176,-122.23301669423351,-2704252.322969044,-4288795.460956206,3856656.3425014364,-2704251.472219805,-4288794.556435757,3856656.701420013,-2704251.472219805,-4288794.556435757,3856656.701420013,-2704249.377816828,-4288792.268825384,3856654.4619968976,-2704249.377816828,-4288792.268825384,3856654.4619968976
2021-01-04-US-SFO-1/GooglePixel4,1609797055437,37.444146167058676,-122.23305853174537,37.4441575371013,-122.23305935580554,37.4441575371013,-122.23305935580554,37.44415420011004,-122.23306353338049,37.44415420011004,-122.23306353338049,-2704256.7174418247,-4288796.967727317,3856651.6728797364,-2704255.5830617,-4288795.031943897,3856651.5450517563,-2704255.5830617,-4288795.031943897,3856651.5450517563,-2704254.8094983073,-4288793.1120082475,3856649.5189570123,-2704254.8094983073,-4288793.1120082475,3856649.5189570123
2021-01-04-US-SFO-1/GooglePixel4,1609797056437,37.444108718148684,-122.23312076378565,37.444102909527466,-122.23311322433992,37.444102909527466,-122.23311322433992,37.44410484364549,-122.23311803052272,37.44410484364549,-122.23311803052272,-2704261.244621058,-4288793.822548024,3856646.2496334584,-2704260.949850178,-4288794.605940033,3856645.824698218,-2704260.949850178,-4288794.605940033,3856645.824698218,-2704260.6174325794,-4288793.281344867,3856645.1012766743,-2704260.6174325794,-4288793.281344867,3856645.1012766743
2021-01-04-US-SFO-1/GooglePixel4,1609797057437,37.44406567770817,-122.2331789926727,37.444064358556915,-122.23318233407184,37.444064358556915,-122.23318233407184,37.44406585531239,-122.23317964951636,37.44406585531239,-122.23317964951636,-2704267.540091788,-4288794.145934113,3856643.0137907467,-2704267.4550505197,-4288793.456688236,3856642.348186779,-2704267.4550505197,-4288793.456688236,3856642.348186779,-2704266.577617891,-4288792.510534741,3856641.5861610323,-2704266.577617891,-4288792.510534741,3856641.5861610323
2021-01-04-US-SFO-1/GooglePixel4,1609797058437,37.444042660912814,-122.23324391876926,37.44404038912,-122.23325150356607,37.44404038912,-122.23325150356607,37.444038174796965,-122.23324551045076,37.444038174796965,-122.23324551045076,-2704272.486090101,-4288791.217993674,3856639.919810745,-2704273.6504661483,-4288791.806212698,3856640.4588375557,-2704273.6504661483,-4288791.806212698,3856640.4588375557,-2704272.4395975494,-4288790.880182164,3856639.0548860542,-2704272.4395975494,-4288790.880182164,3856639.0548860542
2021-01-04-US-SFO-1/GooglePixel4,1609797059437,37.444019952404005,-122.23332108225597,37.44402068184829,-122.23332308003377,37.44402068184829,-122.23332308003377,37.44402084371229,-122.23331316098812,37.44402084371229,-122.23331316098812,-2704279.372887201,-4288789.337703734,3856638.3402566025,-2704279.6307523544,-4288789.415206185,3856638.5977511196,-2704279.6307523544,-4288789.415206185,3856638.5977511196,-2704277.99469773,-4288788.466219102,3856637.337434157,-2704277.99469773,-4288788.466219102,3856637.337434157
2021-01-04-US-SFO-1/GooglePixel4,1609797060437,37.444024144926644,-122.2333919905238,37.44401985641634,-122.23338650211456,37.44401985641634,-122.23338650211456,37.44401324889273,-122.23338226474786,37.44401324889273,-122.23338226474786,-2704284.755370653,-4288786.109484798,3856639.0336568905,-2704284.4490954657,-4288786.534340442,3856638.584272531,-2704284.4490954657,-4288786.534340442,3856638.584272531,-2704283.321349106,-4288785.448844945,3856636.4968508077,-2704283.321349106,-4288785.448844945,3856636.4968508077
2021-01-04-US-SFO-1/GooglePixel4,1609797061437,37.44402566145375,-122.23345463328224,37.444023890743146,-122.23346121789517,37.444023890743146,-122.23346121789517,37.44401714234175,-122.23345241862512,37.44401714234175,-122.23345241862512,-2704289.6649950454,-4288783.50268106,3856639.562374954,-2704290.1021990036,-4288783.103596868,3856639.2349102264,-2704290.1021990036,-4288783.103596868,3856639.2349102264,-2704288.380371007,-4288781.832805747,3856636.7651202725,-2704288.380371007,-4288781.832805747,3856636.7651202725
2021-01-04-US-SFO-1/GooglePixel4,1609797062437,37.444046535119114,-122.23352615410548,37.44404387889652,-122.23352522879381,37.44404387889652,-122.23352522879381,37.44403406812889,-122.23352468738864,37.44403406812889,-122.23352468738864,-2704294.5116030835,-4288779.322978788,3856641.7524449844,-2704294.178501163,-4288778.948225943,3856641.0023291986,-2704294.178501163,-4288778.948225943,3856641.0023291986,-2704293.130941073,-4288777.3767097425,3856638.185052038,-2704293.130941073,-4288777.3767097425,3856638.185052038
2021-01-04-US-SFO-1/GooglePixel4,1609797063437,37.44407461756244,-122.23360677103304,37.444073140539984,-122.23360410725525,37.444073140539984,-122.23360410725525,37.444062562729265,-122.23360180136993,37.444062562729265,-122.23360180136993,-2704298.812606428,-4288772.768872247,3856643.1893551974,-2704298.225408713,-4288772.279575391,3856642.4260990205,-2704298.225408713,-4288772.279575391,3856642.4260990205,-2704297.8408952164,-4288772.052339579,3856640.6431781715,-2704297.8408952164,-4288772.052339579,3856640.6431781715
2021-01-04-US-SFO-1/GooglePixel4,1609797064437,37.44413077262916,-122.23368984344523,37.444122228523995,-122.23368752366898,37.444122228523995,-122.23368752366898,37.44409926832098,-122.23368581345679,37.44409926832098,-122.23368581345679,-2704302.519162278,-4288764.86465946,3856647.433213694,-2704301.964804906,-4288764.370372936,3856645.6922273273,-2704301.964804906,-4288764.370372936,3856645.6922273273,-2704302.764711002,-4288765.922686832,3856643.8148524975,-2704302.764711002,-4288765.922686832,3856643.8148524975
2021-01-04-US-SFO-1/GooglePixel4,1609797065437,37.44415177751372,-122.23377521056372,37.44415411312728,-122.2337785486876,37.44415411312728,-122.2337785486876,37.44414269864146,-122.23377757719332,37.44414269864146,-122.23377757719332,-2704308.2375943745,-4288759.770394158,3856649.405327169,-2704308.56548638,-4288759.736575131,3856649.84384389,-2704308.56548638,-4288759.736575131,3856649.84384389,-2704307.986844894,-4288758.980087256,3856647.521843233,-2704307.986844894,-4288758.980087256,3856647.521843233
