tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees,LatitudeDegrees_bl,LongitudeDegrees_bl,LatitudeDegrees_wls,LongitudeDegrees_wls
2021-01-04-US-SFO-1/GooglePixel4,1609797041437,37.44439104754136,-122.23270853124923,37.44441402947754,-122.23270429335886,37.44439783567855,-122.23271615922889
2021-01-04-US-SFO-1/GooglePixel4,1609797042437,37.44439122136962,-122.23270828983735,37.44439695408005,-122.23269475176838,37.444403098727655,-122.2327036006342
2021-01-04-US-SFO-1/GooglePixel4,1609797043437,37.44439138973292,-122.2327081075432,37.44438704095234,-122.23271379025245,37.444413300552235,-122.23271598741306
2021-01-04-US-SFO-1/GooglePixel4,1609797044437,37.444391404496564,-122.2327082817759,37.444382560650865,-122.23269783362866,37.44441632235264,-122.23270964221952
2021-01-04-US-SFO-1/GooglePixel4,1609797045437,37.44439304079148,-122.2327117532363,37.44441818063605,-122.23273189724125,37.444416152421695,-122.23271691006707
2021-01-04-US-SFO-1/GooglePixel4,1609797046437,37.44439749782915,-122.23272149328693,37.44441417786595,-122.23273679452447,37.444413069122355,-122.23273503608591
2021-01-04-US-SFO-1/GooglePixel4,1609797047437,37.44440329433058,-122.23273906897164,37.444420296247,-122.23275590642021,37.44440282959532,-122.23274154587342
2021-01-04-US-SFO-1/GooglePixel4,1609797048437,37.444406467514625,-122.23276562667056,37.44441641082566,-122.23277629951423,37.44440865813418,-122.23276677487402
2021-01-04-US-SFO-1/GooglePixel4,1609797049437,37.44440162587122,-122.2327991889679,37.444409130764356,-122.23280931398253,37.444397599162684,-122.23280337913657
2021-01-04-US-SFO-1/GooglePixel4,1609797050437,37.444385336067626,-122.23283919314422,37.44437771363135,-122.23285187606373,37.444389814524556,-122.23285068400837
2021-01-04-US-SFO-1/GooglePixel4,1609797051437,37.444357168818165,-122.2328858568246,37.44435517175758,-122.23290020340986,37.44435881952272,-122.23290064947825
2021-01-04-US-SFO-1/GooglePixel4,1609797052437,37.44431642960082,-122.23293227933894,37.4443206026985,-122.232940384303,37.444322550338235,-122.23293589225558
2021-01-04-US-SFO-1/GooglePixel4,1609797053437,37.44426496241645,-122.23297458746868,37.44426636139732,-122.23298504672803,37.44426210696479,-122.23298934581133
2021-01-04-US-SFO-1/GooglePixel4,1609797054437,37.444209337881176,-122.23301669423351,37.44419939330437,-122.23302560691991,37.44420863794082,-122.23302292645258
2021-01-04-US-SFO-1/GooglePixel4,1609797055437,37.44415420011004,-122.23306353338049,37.444146167058676,-122.23305853174537,37.4441575371013,-122.23305935580554
2021-01-04-US-SFO-1/GooglePixel4,1609797056437,37.44410484364549,-122.23311803052272,37.444108718148684,-122.23312076378565,37.444102909527466,-122.23311322433992
2021-01-04-US-SFO-1/GooglePixel4,1609797057437,37.44406585531239,-122.23317964951636,37.44406567770817,-122.2331789926727,37.444064358556915,-122.23318233407184
2021-01-04-US-SFO-1/GooglePixel4,1609797058437,37.444038174796965,-122.23324551045076,37.444042660912814,-122.23324391876926,37.44404038912,-122.23325150356607
2021-01-04-US-SFO-1/GooglePixel4,1609797059437,37.44402084371229,-122.23331316098812,37.444019952404005,-122.23332108225597,37.44402068184829,-122.23332308003377
2021-01-04-US-SFO-1/GooglePixel4,1609797060437,37.44401324889273,-122.23338226474786,37.444024144926644,-122.2333919905238,37.44401985641634,-122.23338650211456
2021-01-04-US-SFO-1/GooglePixel4,1609797061437,37.44401714234175,-122.23345241862512,37.44402566145375,-122.23345463328224,37.444023890743146,-122.23346121789517
2021-01-04-US-SFO-1/GooglePixel4,1609797062437,37.44403406812889,-122.23352468738864,37.444046535119114,-122.23352615410548,37.44404387889652,-122.23352522879381
2021-01-04-US-SFO-1/GooglePixel4,1609797063437,37.444062562729265,-122.23360180136993,37.44407461756244,-122.23360677103304,37.444073140539984,-122.23360410725525
2021-01-04-US-SFO-1/GooglePixel4,1609797064437,37.44409926832098,-122.23368581345679,37.44413077262916,-122.23368984344523,37.444122228523995,-122.23368752366898
2021-01-04-US-SFO-1/GooglePixel4,1609797065437,37.44414269864146,-122.23377757719332,37.44415177751372,-122.23377521056372,37.44415411312728,-122.2337785486876
2021-01-04-US-SFO-1/GooglePixel4,1609797066437,37.44419052995909,-122.23387331327578,37.44421024171515,-122.23387506239635,37.444201809558294,-122.2338756688162
2021-01-04-US-SFO-1/GooglePixel4,1609797067437,37.44423896367381,-122.23396844302079,37.444259084778636,-122.23397318388274,37.44426032178235,-122.23397108285546
2021-01-04-US-SFO-1/GooglePixel4,1609797068437,37.44428472376888,-122.23405888592836,37.44430040772368,-122.23406223251772,37.444298961268714,-122.23406516157209
2021-01-04-US-SFO-1/GooglePixel4,1609797069437,37.444324584229726,-122.23413627602704,37.444334132714694,-122.2341366840707,37.444328098218286,-122.23412980366304
2021-01-04-US-SFO-1/GooglePixel4,1609797070437,37.44435515629663,-122.23419614370351,37.44437109092353,-122.23419679722983,37.44437513517349,-122.23419982331787
2021-01-04-US-SFO-1/GooglePixel4,1609797071437,37.44437570685399,-122.234237033458,37.444395728770054,-122.23424548871002,37.444399450320184,-122.23424510924173
2021-01-04-US-SFO-1/GooglePixel4,1609797072437,37.44438779980061,-122.23426082087157,37.44438996463712,-122.23425877860629,37.44439795331405,-122.23426637841175
2021-01-04-US-SFO-1/GooglePixel4,1609797073437,37.4443934944528,-122.23427171441222,37.44441716925446,-122.23427877581148,37.44441162006005,-122.23427527182048
2021-01-04-US-SFO-1/GooglePixel4,1609797074437,37.4443948254707,-122.23427430730803,37.444420462844036,-122.23428332789278,37.44440669571683,-122.23427725598201
2021-01-04-US-SFO-1/GooglePixel4,1609797075437,37.44439488442822,-122.23427428500136,37.44441673017013,-122.23428761001726,37.4444058726706,-122.23427967711513
2021-01-04-US-SFO-1/GooglePixel4,1609797076437,37.44439494170599,-122.23427430710501,37.444425286963515,-122.23429209161921,37.44442596453151,-122.2342990390193
2021-01-04-US-SFO-1/GooglePixel4,1609797077437,37.444394958064365,-122.2342743119585,37.44441339177126,-122.2342800340243,37.44440997092831,-122.23427997174565
2021-01-04-US-SFO-1/GooglePixel4,1609797078437,37.44439509286232,-122.23427430853278,37.444409093626746,-122.23427122065067,37.444404398229736,-122.23427610449377
2021-01-04-US-SFO-1/GooglePixel4,1609797079437,37.44439517204306,-122.2342742999038,37.44442557874455,-122.234280965932,37.444417155665754,-122.2342824785446
2021-01-04-US-SFO-1/GooglePixel4,1609797080437,37.44439521564985,-122.23427423991275,37.44440701687943,-122.23427017094102,37.444411780974164,-122.23428146960796
2021-01-04-US-SFO-1/GooglePixel4,1609797081437,37.44439527944304,-122.23427417136602,37.44440382541553,-122.23426954539511,37.44439542466081,-122.23427625160392
2021-01-04-US-SFO-1/GooglePixel4,1609797082437,37.44439529603843,-122.2342741433686,37.44441087986235,-122.23428160599713,37.444410249545676,-122.23428454309409
2021-01-04-US-SFO-1/GooglePixel4,1609797083437,37.44439521354625,-122.23427414099389,37.44442619973314,-122.23429858107792,37.44442030837894,-122.23429441295207
2021-01-04-US-SFO-1/GooglePixel4,1609797084437,37.44439523880921,-122.23427407074826,37.444410963674585,-122.23428052805289,37.44439605097353,-122.23427496063536
2021-01-04-US-SFO-1/GooglePixel4,1609797085437,37.44439528320583,-122.23427398553663,37.44441543382888,-122.23428239681266,37.44441834556531,-122.23428642891683
2021-01-04-US-SFO-1/GooglePixel4,1609797086437,37.44439524713919,-122.23427382555295,37.444409271292635,-122.23428866808538,37.444398172717484,-122.23427715976646
2021-01-04-US-SFO-1/GooglePixel4,1609797087437,37.44439536899855,-122.23427376921708,37.44441137045723,-122.23428559369867,37.44440946312072,-122.23427936650688
2021-01-04-US-SFO-1/GooglePixel4,1609797088437,37.444396782737876,-122.23427655042353,37.44441014710213,-122.23428588749971,37.44441095914448,-122.23428773840865
2021-01-04-US-SFO-1/GooglePixel4,1609797089437,37.444403025401336,-122.23428886956573,37.44441341770086,-122.23429153971144,37.444411049958006,-122.23429509066773
2021-01-04-US-SFO-1/GooglePixel4,1609797090437,37.44441633074912,-122.23431510795231,37.44442681507916,-122.23432267346527,37.44442718988891,-122.23432229107662
2021-01-04-US-SFO-1/GooglePixel4,1609797091437,37.44443391768981,-122.23435689806584,37.44443306857236,-122.23436065279154,37.444433872354494,-122.2343662652737
2021-01-04-US-SFO-1/GooglePixel4,1609797092437,37.444446798264515,-122.2344157158874,37.444446564127524,-122.23441652017407,37.44444764235483,-122.23442143522317
2021-01-04-US-SFO-1/GooglePixel4,1609797093437,37.444443650946255,-122.23448648142619,37.444443865422116,-122.234495113272,37.44444255335065,-122.23449473997762
2021-01-04-US-SFO-1/GooglePixel4,1609797094437,37.44441772793022,-122.23455706130736,37.44441734652158,-122.23456003900033,37.44441728266375,-122.23455744434966
2021-01-04-US-SFO-1/GooglePixel4,1609797095437,37.444370255401566,-122.23461791164273,37.4443723289624,-122.23463114225282,37.44436866045416,-122.23462670089695
2021-01-04-US-SFO-1/GooglePixel4,1609797096437,37.44430580974534,-122.23467149743243,37.4443002053667,-122.23467650641956,37.444295038921446,-122.23467797794963
2021-01-04-US-SFO-1/GooglePixel4,1609797097437,37.44422710500155,-122.23472622906695,37.4442065889935,-122.23473496622871,37.4442213893864,-122.23473204096817
2021-01-04-US-SFO-1/GooglePixel4,1609797098437,37.44413650632281,-122.23478658804632,37.44413121434227,-122.23478919296255,37.444134429109454,-122.23478402789144
2021-01-04-US-SFO-1/GooglePixel4,1609797099437,37.44403562006643,-122.23485395073577,37.44401894450671,-122.23486085160721,37.444031379961274,-122.23485680788819
2021-01-04-US-SFO-1/GooglePixel4,1609797100437,37.44392494675273,-122.2349276580351,37.44391867586278,-122.23493529495101,37.44391552365471,-122.23492888887615
2021-01-04-US-SFO-1/GooglePixel4,1609797101437,37.4438049573327,-122.23500718375828,37.443794528131555,-122.23500869662813,37.44379756312931,-122.23500821883206
2021-01-04-US-SFO-1/GooglePixel4,1609797102437,37.443675966133966,-122.23509352327068,37.44366234103329,-122.23510157791443,37.44366847183623,-122.23510305904989
2021-01-04-US-SFO-1/GooglePixel4,1609797103437,37.44353968739994,-122.23518604045864,37.44353004889568,-122.23519839392452,37.44352601389889,-122.23519883809827
2021-01-04-US-SFO-1/GooglePixel4,1609797104437,37.44339932748803,-122.2352826754497,37.44340656395269,-122.23528452956387,37.44339013859995,-122.23528974083658
2021-01-04-US-SFO-1/GooglePixel4,1609797105437,37.443257816830666,-122.23537970527642,37.443242630553996,-122.23539520121608,37.443246336004066,-122.23539968590248
2021-01-04-US-SFO-1/GooglePixel4,1609797106437,37.443115691449925,-122.23547489140572,37.44310117381568,-122.23548121815121,37.44310097842557,-122.23548165508058
2021-01-04-US-SFO-1/GooglePixel4,1609797107437,37.44297220690744,-122.23556980721692,37.4429570121686,-122.23558020693407,37.44295926954449,-122.23558111150383
2021-01-04-US-SFO-1/GooglePixel4,1609797108437,37.442827072117815,-122.23566514046527,37.44281723233106,-122.23567395549185,37.44281504783205,-122.23566919123883
2021-01-04-US-SFO-1/GooglePixel4,1609797109437,37.44268093276959,-122.23576083880756,37.442681188059794,-122.23576300397986,37.442673340686625,-122.23576597004394
2021-01-04-US-SFO-1/GooglePixel4,1609797110437,37.4425340771843,-122.23585591818104,37.44251790482798,-122.23585959435104,37.44251594926723,-122.23586310359411
2021-01-04-US-SFO-1/GooglePixel4,1609797111437,37.44238682586724,-122.23595075376662,37.442378511979086,-122.23595715312081,37.4423762465206,-122.23595189592785
2021-01-04-US-SFO-1/GooglePixel4,1609797112437,37.4422401860227,-122.23604521178491,37.4422266657039,-122.23604993892393,37.44222735465919,-122.23604747510007
2021-01-04-US-SFO-1/GooglePixel4,1609797113437,37.44209631525948,-122.23614016403643,37.44207854982064,-122.2361417133946,37.44208343772964,-122.23614164804626
2021-01-04-US-SFO-1/GooglePixel4,1609797114437,37.44195636742757,-122.23623525033867,37.441951219826066,-122.2362345743587,37.44194743784617,-122.23624062172564
2021-01-04-US-SFO-1/GooglePixel4,1609797115437,37.441819221877125,-122.23632957649072,37.44181793212893,-122.23633456340256,37.44181579700574,-122.23633179274987
2021-01-04-US-SFO-1/GooglePixel4,1609797116437,37.44168278768216,-122.23642483438314,37.44167863064256,-122.23642727063788,37.441676805202675,-122.23642623840863
2021-01-04-US-SFO-1/GooglePixel4,1609797117437,37.44154667148647,-122.23652478364565,37.44154255198656,-122.23651851125214,37.441540677126866,-122.23651480902461
2021-01-04-US-SFO-1/GooglePixel4,1609797118437,37.441412223611536,-122.23663241079642,37.44139869929013,-122.23663953175893,37.4414031192321,-122.23663218244484
2021-01-04-US-SFO-1/GooglePixel4,1609797119437,37.441281977176004,-122.23675082769714,37.44127293711344,-122.2367537182496,37.44127374825295,-122.2367509651701
2021-01-04-US-SFO-1/GooglePixel4,1609797120437,37.44115821874658,-122.23688181332214,37.44115958796858,-122.23688269220412,37.44115776964496,-122.23688521910766
2021-01-04-US-SFO-1/GooglePixel4,1609797121437,37.44104095486027,-122.23702363252654,37.441041132682884,-122.2370232839649,37.441037348954254,-122.23702341156158
2021-01-04-US-SFO-1/GooglePixel4,1609797122437,37.44093063324618,-122.23717498154083,37.4409222693613,-122.2371686312206,37.4409252960989,-122.2371705126652
2021-01-04-US-SFO-1/GooglePixel4,1609797123437,37.44082826688558,-122.23733573931727,37.440825305264156,-122.23734362781863,37.440822470149435,-122.23733516696448
2021-01-04-US-SFO-1/GooglePixel4,1609797124437,37.440732444739226,-122.23750393921026,37.440729872002905,-122.23751297999144,37.440731240011054,-122.23751522548648
2021-01-04-US-SFO-1/GooglePixel4,1609797125437,37.44064069891928,-122.23767535387219,37.44064334547983,-122.23769358276286,37.44064075249793,-122.23768889238397
2021-01-04-US-SFO-1/GooglePixel4,1609797126437,37.44055062493035,-122.23784449124385,37.44055038564318,-122.23785997716922,37.44054994019592,-122.23785546083923
2021-01-04-US-SFO-1/GooglePixel4,1609797127437,37.44046024444708,-122.23800662432961,37.44046892689048,-122.23802836912927,37.44046560892497,-122.23802450367009
2021-01-04-US-SFO-1/GooglePixel4,1609797128437,37.44036919215665,-122.23815900402741,37.44036746506437,-122.23817158897945,37.44036596311649,-122.2381644792172
2021-01-04-US-SFO-1/GooglePixel4,1609797129437,37.44027775806587,-122.23830201816031,37.440273018606476,-122.23831384254366,37.44027138772061,-122.23830334938933
2021-01-04-US-SFO-1/GooglePixel4,1609797130437,37.440185794947254,-122.23844009550379,37.44017800683622,-122.23844556637803,37.44018193600141,-122.23844286042107
2021-01-04-US-SFO-1/GooglePixel4,1609797131437,37.44009305161086,-122.23857655543455,37.440084501778834,-122.2385861114236,37.44008756509923,-122.23857902565527
2021-01-04-US-SFO-1/GooglePixel4,1609797132437,37.43999875306311,-122.23871065964201,37.439995669266594,-122.23870817565917,37.43999555001028,-122.23870999680415
2021-01-04-US-SFO-1/GooglePixel4,1609797133437,37.43990232938232,-122.23884203128883,37.43989593541393,-122.23884710703152,37.43990080870394,-122.23885046737779
2021-01-04-US-SFO-1/GooglePixel4,1609797134437,37.43980376040982,-122.23897103191312,37.439804197555056,-122.23897996616833,37.43979941282231,-122.23897751373273
2021-01-04-US-SFO-1/GooglePixel4,1609797135437,37.439702760298246,-122.23909725384263,37.439698120180225,-122.23910562958766,37.43969452567577,-122.23910052895695
2021-01-04-US-SFO-1/GooglePixel4,1609797136437,37.439598813455525,-122.2392185549136,37.439594878950075,-122.23921889299945,37.43959419006802,-122.23922020757243
2021-01-04-US-SFO-1/GooglePixel4,1609797137437,37.439492596149194,-122.23933370797727,37.43948818456455,-122.23933097289495,37.43948575664037,-122.23933312554556
2021-01-04-US-SFO-1/GooglePixel4,1609797138437,37.43938578007885,-122.23944289330557,37.4393809863911,-122.23944826268665,37.43938248462433,-122.23944730922123
2021-01-04-US-SFO-1/GooglePixel4,1609797139437,37.43928054764914,-122.23954517148422,37.43927889638818,-122.23955125521806,37.439278273214896,-122.23954982653855
2021-01-04-US-SFO-1/GooglePixel4,1609797140437,37.43917916190178,-122.2396398911429,37.43917810072998,-122.23963780255822,37.439175073270185,-122.23964087409857
2021-01-04-US-SFO-1/GooglePixel4,1609797141437,37.43908140624859,-122.23972742009008,37.43908722842572,-122.23972974398163,37.439081233270635,-122.23972563442116
2021-01-04-US-SFO-1/GooglePixel4,1609797142437,37.43898396003462,-122.23981083367205,37.438980390853544,-122.23981171497591,37.438980964432254,-122.23981284559466
2021-01-04-US-SFO-1/GooglePixel4,1609797143437,37.4388814644664,-122.23989376199765,37.43888210804802,-122.23989834736875,37.43888155060597,-122.23989271493579
2021-01-04-US-SFO-1/GooglePixel4,1609797144437,37.43877112204,-122.23997829945975,37.438770360843534,-122.23998041554613,37.438768103835784,-122.2399814444546
2021-01-04-US-SFO-1/GooglePixel4,1609797145437,37.4386518931115,-122.2400645845636,37.43864156813023,-122.24007446222754,37.438646292495086,-122.24007041612424
2021-01-04-US-SFO-1/GooglePixel4,1609797146437,37.43852234162471,-122.24015216581583,37.438520282862896,-122.24015892382222,37.43852086754814,-122.24015906101465
2021-01-04-US-SFO-1/GooglePixel4,1609797147437,37.438382761879936,-122.24024080909948,37.43837887300699,-122.24024878120287,37.4383765126163,-122.24025029340481
2021-01-04-US-SFO-1/GooglePixel4,1609797148437,37.43823584845531,-122.24032910137062,37.438225354542226,-122.24034571770486,37.4382251191292,-122.24034790056398
2021-01-04-US-SFO-1/GooglePixel4,1609797149437,37.4380843625823,-122.24041388281685,37.43808205712215,-122.24042676824828,37.43808011859478,-122.24042563169421
2021-01-04-US-SFO-1/GooglePixel4,1609797150437,37.43793169172746,-122.24049348160057,37.43792013566435,-122.24049604979133,37.43791570643523,-122.24049484696982
2021-01-04-US-SFO-1/GooglePixel4,1609797151437,37.437781198256474,-122.24056748582257,37.437768718529,-122.24056677083588,37.437769075967466,-122.24056609252364
2021-01-04-US-SFO-1/GooglePixel4,1609797152437,37.437633627454275,-122.24063669916038,37.43761307419093,-122.2406353959644,37.43762033201055,-122.24063709436396
2021-01-04-US-SFO-1/GooglePixel4,1609797153437,37.4374899114138,-122.24070453263717,37.43748415889952,-122.24070924428153,37.43748312339248,-122.24071606912591
2021-01-04-US-SFO-1/GooglePixel4,1609797154437,37.437349924085275,-122.24077295232482,37.43734379582263,-122.24077878752018,37.43734260651527,-122.24077568066144
2021-01-04-US-SFO-1/GooglePixel4,1609797155437,37.43721102319559,-122.24084418293289,37.437206680610544,-122.24085755117532,37.437207108161054,-122.24085006796611
2021-01-04-US-SFO-1/GooglePixel4,1609797156437,37.43706911515075,-122.24092288079001,37.43706146435349,-122.2409304410554,37.43706054805138,-122.2409240056987
2021-01-04-US-SFO-1/GooglePixel4,1609797157437,37.43692539388472,-122.24101252499355,37.436918179336544,-122.24101518363145,37.43691930704171,-122.24101849142875
2021-01-04-US-SFO-1/GooglePixel4,1609797158437,37.436786318869196,-122.24111238850122,37.43678193698254,-122.2411046893009,37.43677838525122,-122.24110059262122
2021-01-04-US-SFO-1/GooglePixel4,1609797159437,37.43665846656112,-122.24122311100308,37.43663874579312,-122.24121441511141,37.43664579958177,-122.24121795620886
2021-01-04-US-SFO-1/GooglePixel4,1609797160437,37.436545030368976,-122.24134444322824,37.436530192760834,-122.24133399673042,37.43654324777471,-122.24133609696888
2021-01-04-US-SFO-1/GooglePixel4,1609797161437,37.43644520804176,-122.24147276345836,37.43643850807709,-122.2414665715528,37.43643657078019,-122.24146179823072
2021-01-04-US-SFO-1/GooglePixel4,1609797162437,37.43635641004501,-122.2416027644365,37.43634306763138,-122.2415934329797,37.43634362215548,-122.24158801316864
2021-01-04-US-SFO-1/GooglePixel4,1609797163437,37.43627497291786,-122.2417295922103,37.43626197712043,-122.24171790213516,37.43626809801783,-122.24171983910368
2021-01-04-US-SFO-1/GooglePixel4,1609797164437,37.43619955425274,-122.24185183615985,37.43618596528583,-122.24184191332681,37.436191287531365,-122.2418410395584
2021-01-04-US-SFO-1/GooglePixel4,1609797165437,37.43613224118483,-122.24196953116832,37.436135793651815,-122.24197899308339,37.436128800031334,-122.24196605663559
2021-01-04-US-SFO-1/GooglePixel4,1609797166437,37.43607652596949,-122.24207855152389,37.436077187097396,-122.24207319573505,37.43607323279569,-122.2420736032324
2021-01-04-US-SFO-1/GooglePixel4,1609797167437,37.436035329034404,-122.24217365063522,37.43603260787277,-122.24216902144553,37.43602918578635,-122.24217089715792
2021-01-04-US-SFO-1/GooglePixel4,1609797168437,37.43600933492238,-122.24225074294941,37.436003634030236,-122.24225363650905,37.4360105690803,-122.24225652354201
2021-01-04-US-SFO-1/GooglePixel4,1609797169437,37.43599458954313,-122.24231170267657,37.435984081633656,-122.2423145791252,37.43599467438418,-122.2423126785782
2021-01-04-US-SFO-1/GooglePixel4,1609797170437,37.43598572165749,-122.2423665640109,37.43599694564386,-122.24237697600265,37.4359919951689,-122.24237808655431
2021-01-04-US-SFO-1/GooglePixel4,1609797171437,37.43597879963603,-122.24242110569597,37.435971714761216,-122.24241832878076,37.43597307801054,-122.24242685921689
2021-01-04-US-SFO-1/GooglePixel4,1609797172437,37.43597863558975,-122.24249532233519,37.435980017416206,-122.2425113441972,37.4359752810133,-122.24249979180362
2021-01-04-US-SFO-1/GooglePixel4,1609797173437,37.435987590689855,-122.24258895969704,37.435983066765225,-122.24258912305534,37.435981727969434,-122.24259063865313
2021-01-04-US-SFO-1/GooglePixel4,1609797174437,37.43600945503411,-122.24270017193626,37.43599486288699,-122.24270822364998,37.43599869592002,-122.24270516592512
2021-01-04-US-SFO-1/GooglePixel4,1609797175437,37.43604586310324,-122.24282527683553,37.43604746971649,-122.24283747106085,37.436042161061835,-122.24282848401289
2021-01-04-US-SFO-1/GooglePixel4,1609797176437,37.43609448791639,-122.24296342397795,37.43609447874254,-122.24296488895641,37.436091473838964,-122.24296389791114
2021-01-04-US-SFO-1/GooglePixel4,1609797177437,37.43615225864922,-122.24311581789584,37.436153120445574,-122.24311982971408,37.436148280388466,-122.24311715477506
2021-01-04-US-SFO-1/GooglePixel4,1609797178437,37.43621611989584,-122.24328263134346,37.436221978245655,-122.24328093413041,37.436220396651585,-122.24328205812645
2021-01-04-US-SFO-1/GooglePixel4,1609797179437,37.436284561923635,-122.24346050696347,37.43629278335294,-122.24346176470667,37.43628693543556,-122.24345997354828
2021-01-04-US-SFO-1/GooglePixel4,1609797180437,37.436355311945796,-122.24364050394219,37.436358782109636,-122.24364020936801,37.43636100109948,-122.24363749591761
2021-01-04-US-SFO-1/GooglePixel4,1609797181437,37.43642902892586,-122.24381720646642,37.436432660537335,-122.24381558639925,37.43643400404151,-122.24381634138024
2021-01-04-US-SFO-1/GooglePixel4,1609797182437,37.43651161703666,-122.24399112254632,37.43650893465444,-122.24399782899617,37.43651449891896,-122.24399307478421
2021-01-04-US-SFO-1/GooglePixel4,1609797183437,37.43660636695244,-122.24416146626646,37.43661525342796,-122.24416905051423,37.43661336664714,-122.24416637246955
2021-01-04-US-SFO-1/GooglePixel4,1609797184437,37.43671280251151,-122.24432732577813,37.43671872180607,-122.24432706250283,37.436719491691676,-122.24432497403231
